text,intent
"How long does a jeepney ride take from Legazpi Grand Terminal to LCC Mall?",travel_time_estimate
"What’s the expected travel duration from Legazpi to Mayon Volcano Park?",travel_time_estimate
"If I take a taxi, how soon will I arrive at the Legazpi Port?",travel_time_estimate
"Can you tell me the estimated time for a boat ride from Legazpi to Cagraray Island?",travel_time_estimate
"How fast can I reach Misibis Bay from Legazpi City by private car?",travel_time_estimate
"What's the usual travel time from Legazpi to Ligao City by bus?",travel_time_estimate
"How much time should I allot for a ferry ride from Legazpi to Rapu-Rapu?",travel_time_estimate
"Can you estimate the travel time from Legazpi to Santo Domingo by jeepney?",travel_time_estimate
"If I walk, how long will it take to reach Embarcadero from downtown Legazpi?",travel_time_estimate
"How many minutes does it take to drive from Legazpi to the Mayon Skyline View Deck?",travel_time_estimate
"If I take a tricycle, how long will the trip from Legazpi to Daraga Church take?",travel_time_estimate
"What’s the estimated travel time from Legazpi to the Cagsawa Ruins?",travel_time_estimate
"How quickly can I reach the Albay Capitol if I use public transportation?",travel_time_estimate
"If I book a ride-hailing service, how much time will it take to reach Pacific Mall?",travel_time_estimate
"Can you calculate the estimated arrival time for a jeepney ride from Legazpi to Guinobatan?",travel_time_estimate
"If I take the express bus, how long will it take to get from Legazpi to Manila?",travel_time_estimate
"How fast can I get to the Ibalong Centrum if I take a taxi?",travel_time_estimate
"How long will a motorcycle ride take from Legazpi to Hoyop-Hoyopan Cave?",travel_time_estimate
"Can you estimate the time required for a jeepney ride to Daraga Public Market?",travel_time_estimate
"What’s the average time to travel by van from Legazpi to Tabaco?",travel_time_estimate
"How soon can I reach Sumlang Lake from Legazpi by tricycle?",travel_time_estimate
"If I leave now, how long will it take to reach Lignon Hill by jeepney?",travel_time_estimate
"Can you tell me how much time I need to drive from Legazpi to Bulusan Lake?",travel_time_estimate
"How quickly can I reach Peñaranda Park if I take a tricycle?",travel_time_estimate
"If I take a jeepney, what’s the estimated time to reach Daraga?",travel_time_estimate
"How soon can I arrive at Legazpi Grand Terminal by bus?",travel_time_estimate
"What’s the fastest way to reach Mayon Resthouse from Legazpi City?",travel_time_estimate
"Can you estimate the travel time for a minibus ride from Legazpi to Matnog?",travel_time_estimate
"If I take a ferry, how long will the trip from Legazpi to San Miguel Island take?",travel_time_estimate
"How fast can I get to Legazpi Science Centrum by public transport?",travel_time_estimate
"How long does a ride-hailing service take from Legazpi to Malilipot?",travel_time_estimate
"Can you estimate the travel time from Legazpi to Bacacay by boat?",travel_time_estimate
"If I take a motorcycle, how soon can I reach Ligao City from Legazpi?",travel_time_estimate
"How much time does it take to reach Vera Falls from Legazpi by car?",travel_time_estimate
"What’s the estimated duration for a jeepney ride from Legazpi to Camalig?",travel_time_estimate
"How soon can I arrive at the Albay Park and Wildlife if I take a taxi?",travel_time_estimate
"Can you estimate the travel time from Legazpi to Naga by train?",travel_time_estimate
"How long does it take to drive from Legazpi to Jovellar?",travel_time_estimate
"Can you tell me the estimated time to travel from Legazpi to Manito?",travel_time_estimate
"If I take a bus, how soon will I arrive in Sorsogon from Legazpi?",travel_time_estimate
"How fast can I get to the Legazpi Airport if I take a tricycle?",travel_time_estimate
"If I take a shared shuttle, how long will the trip to Misibis Bay take?",travel_time_estimate
"Can you calculate the estimated time to reach Cagsawa National Museum by jeepney?",travel_time_estimate
"How long does a car ride take from Legazpi to Mayon Volcano Viewpoint?",travel_time_estimate
"If I take a van, what’s the estimated travel time to Bulusan from Legazpi?",travel_time_estimate
"How soon can I reach the Albay Cathedral from Legazpi by tricycle?",travel_time_estimate
"What's the approximate travel time from Legazpi to Daraga Church by pedicab?",travel_time_estimate
"If I take a train, how much time will it take to reach Daraga Public Market?",travel_time_estimate
"How long does it take to reach Legazpi Grand Terminal by walking?",travel_time_estimate
"How many minutes does a van ride from Legazpi to Rapu-Rapu take?",travel_time_estimate
"What’s the estimated time to travel from Legazpi to Mayon Skyline View Deck?",travel_time_estimate
"Can you estimate the time required for a bus ride from Legazpi to Tiwi?",travel_time_estimate
"If I book a taxi, how long will it take to reach Legazpi Public Market?",travel_time_estimate
"How quickly can I reach the Legazpi Science Centrum by motorcycle?",travel_time_estimate
"If I take a shuttle, what’s the estimated travel time to Camalig from Legazpi?",travel_time_estimate
"How long does it take for a pedicab ride from Legazpi to Albay District?",travel_time_estimate
"Can you estimate the travel time from Legazpi to LCC Mall using public transport?",travel_time_estimate
"If I leave now, how soon will I get to Sumlang Lake by tricycle?",travel_time_estimate
"How much time should I expect for a bus ride from Legazpi to Guinobatan?",travel_time_estimate
"What’s the estimated travel time from Legazpi to Matnog Port by private car?",travel_time_estimate
"If I take a boat, how long will it take to reach San Miguel Island from Legazpi?",travel_time_estimate
"How fast can I reach the Albay Park and Wildlife if I take a taxi?",travel_time_estimate
"If I take a jeepney, how soon will I arrive at Legazpi Grand Terminal?",travel_time_estimate
"Can you estimate the duration of a van ride from Legazpi to Santo Domingo?",travel_time_estimate
"If I take a shared ride, how long will it take to reach Mayon Volcano Viewpoint?",travel_time_estimate
"How long does it take to get there by car?",travel_time_estimate
"What’s the estimated travel time by bus?",travel_time_estimate
"If I take a taxi, how soon will I arrive?",travel_time_estimate
"How quickly can I reach my destination using public transport?",travel_time_estimate
"How many minutes will it take to drive there?",travel_time_estimate
"What’s the average travel time by train?",travel_time_estimate
"If I take a ferry, how long will the trip take?",travel_time_estimate
"Can you estimate the duration of a bike ride?",travel_time_estimate
"If I walk, how long will it take to get there?",travel_time_estimate
"How soon can I reach there if I use a ride-hailing service?",travel_time_estimate
"How much time should I expect for a long-distance bus ride?",travel_time_estimate
"What’s the estimated time for a motorcycle ride?",travel_time_estimate
"How long does it usually take by subway?",travel_time_estimate
"If I take an express train, how fast can I get there?",travel_time_estimate
"How quickly can I reach my destination if I drive at normal speed?",travel_time_estimate
"What’s the usual travel time during rush hour?",travel_time_estimate
"How long will the journey take if there’s heavy traffic?",travel_time_estimate
"Can you tell me the estimated time if I take the fastest route?",travel_time_estimate
"What’s the expected duration if I take a scenic route?",travel_time_estimate
"How much time does it take to reach there if I avoid highways?",travel_time_estimate
"If I take a local bus, how long will it take?",travel_time_estimate
"How soon can I get there if I use an electric scooter?",travel_time_estimate
"If I book a premium taxi, will the travel time be shorter?",travel_time_estimate
"How fast can I get there if I take a non-stop flight?",travel_time_estimate
"If I use a shared ride service, what’s the estimated time?",travel_time_estimate
"How long does it take to get there using a rental bike?",travel_time_estimate
"Can you estimate the time required for a metro ride?",travel_time_estimate
"If I take a direct train, how much time will it take?",travel_time_estimate
"How quickly can I get there using a private car?",travel_time_estimate
"How much time should I allot for a ferry ride?",travel_time_estimate
"How soon can I reach my destination if I take an overnight bus?",travel_time_estimate
